text,label
kayak letbui ju kanda ksp,negative
tamelake beu lageyan bg burak oke,neutral
pe le nyo wate konflik lake dame wate dame lake muprang,neutral
inong ka gadoh adap,negative
lage hana konten laen ka pegat yg admin youtube,neutral
bg bek status innalilahi hay wate takalon imata itubit sabe nyoe salem dri jakarta,neutral
bereh bereh nyoe lagubrkhen lage bergek pue nyan lipsing bangai hanjeut keu buet,neutral
jhino sang indah oh entre katuha jeutke kenangan bejroh laju hsianek muda music gatha got that page bosas clasic,positive
alhamdulillah amin meusaboeh syara taingat keu indatu amin,neutral
nyan siki nyan cit ka tupeh ulee,neutral
bek paksa rakyat pilihannya,neutral
syehky maken trep maken hana jelah maken leue geupegah haba maken meuputaputa,negative
manteng le ureung aceh yg susah makmu hnya kelompok,positive
takorupsi inan taba keunoe seukakkkkk,neutral
meutamah bereh aju,positive
berangkasoe jeut ureung nyan nyang jeulaih jame wajib peumulia,neutral
beutoi abieyya jeunieb,neutral
nyan sejarah jameun hai jinou han lagot le aceh kiamat donya han le merdeka bukti jih tgk fajri kalheuh geutempuh pueta hasel jih nyan mantong jeut keubukti pue lom aceh nanggrou islam,neutral
mantap that that man bg oki bacut that deuh hahaha,positive
pue mu ok inan sabe yg le sit pugah haba tadungo nyo prang jak laju bek pugah pue pugah haba suk kudeh lom sabe igob kaya laju,neutral
puko na hay maleng mahmud,negative
teulheueh peurekonomian rakyat ka jroh,positive
betoe adun sabang,neutral
ka lon peumeuah desya gata hai aneuk,positive
nyoee kupatehhhhh bereh,positive
peu hubungan tgku ngen gajah puteh nyan sekedar binatang warna jih puteh,neutral
panglima pki rencana peubelo aceh,negative
uronyo kpgah slah ulama pdhai pdup blah ton kprcaya rkyat bk pa tp knyataan aceh mlah lbeeh rsak,positive
beuk sampe peu geut karue ngoen gubernur sasaran ateuh ulama ateuh rakyat,positive
beugot got mandum syedara tanggung jawep lam padang masyar brat menyo na dosa,positive
padum peng hanna peng hanna inoung,neutral
beuretoh bro ybrhana pat peugah haba,positive
bekle tat le pasukan sboh mantong peu yg ne pedong lam bg silak sboh mantong,neutral
si syeki an antek peenjajah jih an peu ipgh,negative
kamoe ureung aceh nyoe golom pungo lagee pikiran kah pikiran kah nyan beukatupue roh jameun rasulullah kalheuh na kamoe ureung aceh masyarakat aceh golom tajak pateh haba abu lahab lager pikiran kah nyan,neutral
hahaahhahaha apache apache brbereh bereh,positive
rupa jih brat meugom bangai nyo lom,negative
awak laweung jak bak ma kah gampong,negative
bereh abusyik,positive
hai cut droneh ureng islam hn payah lepa that hare bak namita firal,positive
hek teuh bak deunge hanamepat ujong butoi that udeb tan saba lagei klide meuho rauh,neutral
peu ka geuprak,negative
aceh lon sayang,neutral
asiikkk,positive
beutoi urueng aceh careong careong tp careong seumuenguet,negative
nyan menan neato serategis yg mebeda lageygka beknepegah yg rahasia perjuangan,neutral
ek kah,negative
hanek tapajoh nyan,neutral
bek ka paksa paksa kapreeehhh,neutral
ek boh dono,negative
lagu nyan paleng bereh kwowkwowbra hrefhttpacehpidie comacehpidie coma,positive
jaweng urusan allah,neutral
hayeu hayeu hayeu ureung yg tulis nyoe lagu carong that ule salem meuturi,positive
beureh that lagoe hahahahaha,positive
puwoe ju beloe ata kana mantong padim ribee krek ka ikoh le sipa i,neutral
bek gadoeh pegah bak media,neutral
calon gunernur nyan manduwadro hana bereh ka ji stel pemerintah teh yg menang madum peu anco axeh manduwa tamong jurang anco ka ji stel pemerintah manduwa lamit pemerintah,negative
mualem lamit blahdeh laot menyo mualem ji biarkan ji peu ek bendera le awak blahdeh laot karna jih lsmit,negative
apache mantrap that brnyan cap,positive
nye elit politik jino kususnya partai pa ka peutimang ego jino ka btoy lage abu syik pgh tpih hna bandum sit beh,neutral
anek hn aklak malee acehx laen branek lahe lamkuto brabahx kuto,negative
ngon geumeukaleuem jroh ngon samporeuna,positive
bek jeut kewali bodoh lom aceh ubena bangsa mate but hna pesalah nyo pesalah jeh ohdudo padahai bodoh wali asan terol,neutral
pue jipeugah yahudi nyan,negative
aneuk bajeung bijeeh hana get mantong na lam bumoe aceh alahai nong boco kondom ie arakatee nyan malee ma keuh hai nong pungoe lempap gara kah broek nan aceh bak mata donya,negative
selamat sejahtera semoga selamat iman sehat wal afiat mudah rezki gebri allah swt,positive
nyoe madum tampok tumpok madum kon nyoe rakyat ka aman pue lom,neutral
bek neu meucikoet bendera hai nyak tia meuthoet ule kueh seubah ka siminggu rumoeh i ek bendera merah,neutral
cap jempol abu pajan newo u aceh abu,neutral
adak tapilehnyo jeh tanyo aceh iyup tapak jawa indo sit,neutral
nyan ikheun seleb nyoe,neutral
nyan mak si zar lago,neutral
hai yg po nanggrou aceh pa nyan ata imran,neutral
atoran jalan raya patot that tajaga,positive
bantuan rmh kaum duafa wajib nata noh ibi bantua rmh smntara rmh aj gak ad kiban na tanoh,neutral
bak pegah boh periode,neutral
gobnyan sabee olah raga tiep beungoh sigohlom geujak keurija,positive
sumpah gon allah beek geukutok,neutral
minye yg mulia khen lagee nyan si fadlon asee boh et peuneunyok kajak oek gajah ileumee tan kajak peu beut urueng keunan e hay bang sat,negative
rimba paseeeumeuh that mental,neutral
bahasa aceh leukiet hana peutilo tilo droe jareung that ta teumee lageenyou rupa best maju apache,neutral
mantap that lgoe,positive
kamo ureung aceh hana tundok bak pemimpin yg zhalem pemimpin terpilih via ceblas ceblos nyan formalitas demokrasi mantongkeu na sagai pemimpin aceh ulama hana nan meutuleh bak kursi raja,neutral
butoy nyan abusyik hambo laju teutap seumangat,neutral
bro apache neu peugot versi indonesia laju brsang lagot u lua daerah y,neutral
apache top markotop bereh that,positive
wate dengo lagunyo teuingat mekawen,positive
awak pa kon ureung banggai han diteupeu sapeu,neutral
neu praaaaaaaaaang lei driuneuh wali,neutral
nyan betoi tgk fazlon,neutral
bang fadlon manusiawi na semike kenanggro keagamaan kerakyatan bukti geupeugah lagena menyo salah bandum salah bala dum geubi,neutral
proyek kartu lom hahahhaha no tapemenang,neutral
wate tabuka media lawet nyo bui meukap dum aleh pue keuh jisenoh,negative
berita sot langet sabe brhna preh kirem bude u aceh brureung saket pih ikot perjuangan kon ijak upi boh buya ju mngt jls krj brgadoh hba hna manfaat,neutral
lagunya kere mantab karya ambil musik org pengambilan gambar silau kyak detik gk nampak muka vocalis,positive
pu peugah si gam nyan,negative
tulong kirem video nyan keu awak pa,neutral
nyan kameri bijeh pengkhiat atjeh keun atamajih beuk kapeu anco atjeh keun ata yah kah leubehget pbb dijak dikaleun atjeh,negative
pokok jih bek panik,neutral
ipo ie babah bak geupeugah haba,negative
coba nebahas pupuk subsidi pakwabup karna harga that mencekak rakyat khususjih dimutiara,neutral
peuarti bahasa indonesia mantap lagu nyoe mangat terkenal trok merauke band apache salut y,positive
wate pidato bahasa aceh mantong pang lubeh mengerti orang luwa jeut taboh tek,positive
meuharap keu muslihat mon helsinki meuharap laju tima hana ibi le mafia jakarta,negative
barakallah semoga ib bmu ayahanda tu sop wabup pidie lindungan allah swt,positive
beutoi lge peugah le aji nyan persen,neutral
bereh br bekpanik,positive
chanel menyamar aceh hi nkri betoi,neutral
awakah pekaru aceh inau lawan dengen kamau,negative
munafek ma keh alah hai jen peurseh fir un,negative
pap ma aju,negative
lon tan galak kuh cit gaya si bukhari peugah haba meu nafsu that si santri saboh teuk hana meuphom bek keunan bk media sesat gob euteuk,neutral
bereh bereh saleum medan,positive
bereh apache loen gen,positive
lage nya nepegah haba hana ilme ureng droneh merangkul aceh merdeka nesengap manteng bek anco aceh merdeka,neutral
pue ipegah si mukhlis bangai oe bloe budee chit karya awai,negative
sah bereh,positive
eeh malam inti jih,neutral
ie nira jioh leubeh mangat,positive
ureng bangai jet pemimpin zkibat aceh goh lom get,negative
aceh mardeka dlm nkri aceh han meupisah dg indonesia,positive
beuhati hati tenku dayah neu jaga abu geutanyou kamulai difitnah,neutral
salam rakan roneuh mandum wkwkwkwkwkkwkwkwkkwkwk,neutral
bereh abu syik kali nyo untung na abu si droo trut pejuang kebenaran,positive
makajih watee geu ek bek geu jak bukak jurus han keuh meunoe jeut jih lagee nyoe etika adab keu beh teungku beuh,neutral
mualem awak rayarehjihai,neutral
kalhehkurasabandum,neutral
tok haji uma yg na peduli peugah teuk haji uma dipilih le rakyat pa pu pap ase pat jipilih lom lee rakyat semoga ukeunyo bek meunang pa kecuali ka jisunglap suara,negative
kajeut menyoe bek nan abu syik so so mantong cok peng bak pemerintah nyan ureung munafik mandum so pemilu mendukung awak nyan nyan binatang mandum kon lagee nyan kaci pesatu teuk lee kah bek kaabeh kapee binatang gop lagee ka,negative
nyan anek abu almarhum abu usuman meulaboh bek takaleun bak baje baje gobnyan suci menyucikan baje geu tanyoe gleh mejampu hadas,neutral
ka plimplan lago kasigosaho hanajelasle haba bekharap merdeka aceh bak partai baikot pemilukada aceh,negative
neuhambo ju bg,negative
lagu apache musik thn an musik karap gon lagu a ramli awak malaysia coba dengar lagu a ramli yg bawakan a zuhairi judul jih fatimah pujaanku kenangan mengusik jiwa,neutral
leuheun hukoem karma ka begerak merapat bak pelaku baroelah thoen baroe sa pue mantoeng karma menimpa trimoeng ngoen lapang dada asai bek coek siloep lamtanoeh crah aneuk bangsa sitoet,neutral
aba seot but tan,neutral
apache kande rafli bereh,positive
neu bie keu loung sikrek mualem hawa kuh,neutral
pue kapeugah dek gam kajak lieh leubo jawa keudeh,negative
beutoi that tgk syeky utoh menasah jeb dum,neutral
parta pa puko inong gam cantoi,negative
awai boh bi keubu apui hue keu ija lembot hom hna ta teuhoeh peugah,negative
ek punggung hek ta simak rupajih meu imuprang tan aba yg na raya,negative
betoi bg rijal,neutral
neupeuruno aneuk mit geut keun lagenyan brbrnyan polisi peruno rakyat gasin brbryg senang tgku perumoh tgku lop lampejara lheuhnyan tgku mita laen,neutral
mantap bg salem kamo nagan raya,positive
misbah medeh ken jet d jok masukan pe jitakot han mtme bintang,neutral
alah hai sarok bangai,negative
mantrap apche,positive
cool tat comentar see lie pungguong jawa,neutral
ataataset,neutral
bude bujay nu bloe rakyat bersatu lom,negative
emang bereh lagu apache nyo,positive
bereh that lagoe mantabb,positive
kanun hana butoi koen ulama yg salah nye hana abu abu ka baroekoen kahabeh sesat duem geutanyoe,neutral
bak peu gah haba u lageut but yg na haba yg raya bak khen angap aja si pai wate na si pai aneuk kreuh out,neutral
betoeinya awak aceh yg asli lee kaa matee yg betoei bejuang,neutral
pencuri pa peng,negative
ka dame keupu lom milad,neutral
saba sibak rukok teuk beyh,neutral
pue ipeugah ek dum,negative
lon teungoh lon baca saboh novel petualangan nyang menarik,positive
betoii,neutral
lon ka tuha kwwkkwekekekw umu ka thon,neutral
yg kheun keu ulama yg hina keu ulama nyan bue alias babi,negative
neupeugah krikri nyang galak droeneuh,positive
maen lawak beh luwat,neutral
golom merdeka kadeuh yahudi bijeh penjajah teunak ulama sang ka hayeu that nyeu jadeh prang lom meusoe semayang manyet han nyan bijeh penjajah bah matee kafee,negative
geuikat hubongan jroh deungon keurajaan,positive
bereh pemikiran nektu keu pue jinoe tameupakee tameu poh sabe keudroe droe kaseb awai tanyoe jipoeh lee gob jinoe tameu get keu ta bangun aceh bek lee lagee nyoe meunyoe kon tanyoe soe cit lom meunyoe kon jinoe pajan cit lom,neutral
nyan misi nyak mangat hate bangsa aceh thoen ka golom na bukti bakjih pu peugah ek boh nya wali nanggroeyg wali nanggroe ata awaknya beruk cit meunyo bangsa aceh hana nyan wali cok peng aceh,negative
jajah aceh awah aceh pu medaleh keu awak jawa bangai han abeeh abeeh,negative
keupue lagenyan nyan ks lupah careong aneuk neuh kajeut kemanusia keon jeut jen,neutral
mee ju bude keunoe neuk jak rampok galon,negative
pa megantung bakrakyat hai,neutral
pat gampong si fatlon nyan kawan rencana lon nak merempek siat ngon jih,neutral
meunyo beurakah kajuet,positive
nyan baro bereh,positive
ceudaih meugah lagee hikayat banta lidan,positive
agam aceh ka pungo,negative
bak jaro kohbeude peugah dro kopassus,neutral
ma pe cit baroe nyo hebat tat,neutral
peudeng jamaah ju aceh nyak aman,neutral
gadoh peugah haba nanggro peugah tgk nyo salah tgk jeh salah alai hai bgai mandum woe u naggro peugah bak mandum ureung aceh,neutral
nyan rame porum koto bahasa yg gleeh cama pikiran hana pegah haba,neutral
bekc leu comentar hambo aju wahabi,negative
meutamah semangat geuh jak ngadu nasib u nanggroe gob,positive
sultan nyan katimbak keudeh bijih jawa,negative
dok dawa bedok dgn pebut klo eo carong wali hna jet lom jih dicok merdeka kerben ureng ubena hna ase tamewali dgn asan terol nyan,neutral
bg pajan relese lagu jih hna saba le nyoe,neutral
wali nyoe wali jeh wali pukoe ma keuh,negative
beliau nakeuh aneuk ulama abu usman teuga meulaboh abu usman teuga nakeuh sahabat almukarramah aulia abu ibrahim woyla almarhum abu usman teuga beliau nyoekeuh nyang peudong mesjid tiang pelosok meulaboh,neutral
awak yg duek keu pemimpin aceh jinoe ka ditameng lam hukom zalem kon le lam hukom islam pgh droe beurangkapeu jeut wujud jih pat,negative
armada nyang cukop that tanggoh,positive
get that muzakir manaf ken nyoe ile,positive
kah chiet koen bijeh aceh wajah keuh mantoeng lage hie bui,negative
peu ipeugah si syaren nyan,neutral
jrouh,positive
mpu ata awak indo nyoe ata awak aceh,neutral
meunyeo jipeumeuen tanyeo keon tahambeo aju,neutral
peu hek teuh bak peugah haba yg janda inong gop yg yatim anek gop yg cok hase awak drouneh yg hek mat bude barouken tei saket oh mate gai nejak ba saka kilo anek ngen inong dih meu sou pakou tan na dijok tanoh hektar sapo negantou ngen peng rb s,neutral
hai manusia nyoe jeut bek le ka ikot penjajah ateuh bangsa drou,neutral
kajakk pappmmaa,negative
rumoh bui pih sang kahaye tht,negative
peu ka peugah aceh peuka ka mengemis bak nanggroe laen lom aduhai,negative
hana payah sare mantengbrtameulake abu beu asoe syurga ziarah beu sabe lam lindungan allah,neutral
perteh publo aceh,negative
pane peng neblo bede peu peng rhet dilanget hana ceritale blo bede blo pestol peu haba jamen sabe peu nyo kamumang lom,neutral
keu merek mantong jeut bek le lake merdeka beh,neutral
gara gara awak petinggi gam lage nyan dipeugah haba gadoh syariat islam aceh ka,negative
tulong hapus judul nyan netulong boeh judul laen bek jeut keu suuzon goep laen,neutral
aceh kacok kekah yg bek kapekaru mak long geduk bak lampeoh dro geh,neutral
gas ju apache pidie ka abeh pugoe lagu droe keuh asai mante na peu tubit album baroe ju,positive
hayeu jt view,positive
haba jroeh uerung pidie,positive
bereh that that,positive
saboh propinsi saboh univercity ugm debok universitas pancasila banda aceh usyiah saboh propinsi saboh universitas a hrefhttpnegri nanegri naa mufom,neutral
wate ku kalon muka si lem mangat ku kalon uleee boh kuh,negative
deungan seunang hateekheulaih ji trimong,positive
neu gugat laju peuneupeureumeun ek mnok,negative
leubeh get meurumpok langsong,neutral
hahabrho ka si mae yu dengo lagu nyo bak jih bremang pah tat lagu nyo si maee brutang khe karap semester hana dibayebaye,neutral
alah hy polem ase baroe biok na peng sajan keh ka raya ek adak ka jelah that peng keh hom ka pike careng that semike kah awak nyoe respect keu kah tok gara peng,negative
kajak pap ma kedeh ase ineng cabul abeh anco generasi gara gara kah,negative
kapoh keudeh buy nyan,negative
bangai gop jeut gubernur aju kah gadoh meu pep bangai,negative
merdeka bumoe abu cik,neutral
tkg pakoen pasukan aceh ka kameu beloitttt,neutral
so ta muprang aceh kadamai senjata menjaga negara aceh,negative
pajam rencana duet ngon long nak tabahas corona era pemerintahan hhhe,neutral
ta keubah nyang jrohjroh keu,positive
carong gata aneuk lon meutuah,positive
pakoen lagei nyoe lagu jeh lon galak keu kah kah galak keu gob gob nyan galak keu gob lom lon galak keu gata gatai maksud jeh,neutral
